rid,dateTime,data
rid-nmu699gv9k8,1613514016042,228
rid-ra5fk1f9gi8,1613514017053,234
rid-s09la3ibu,1613514017053,229
rid-jhvbqjee3pg,1613514017053,229
rid-arce4lbad,1613514017053,228
rid-jf74l8mgs7o,1613514017053,235
rid-e845avht6p,1613514018057,206
rid-l2i850m5qd,1613514018057,245
rid-s687gtjpgng,1613514018057,246
rid-j18uv8macfg,1613514018057,246
rid-on9a2u162j8,1613514018057,247
rid-qkc8a49np9o,1613514019061,293
rid-rng5r6iksd,1613514019061,293
rid-uf4v7tj2bpg,1613514019061,294
rid-fb7chaeesf8,1613514019061,254
rid-rcrch933dr,1613514019062,222
rid-sidnt2m6bi8,1613514020076,250
rid-h3miurk11l8,1613514020077,239
rid-njkhb89usio,1613514020077,238
rid-6gqgs032bn,1613514020077,250
rid-j5il48ri3f,1613514020077,251
rid-u6q6hee8ogg,1613514021086,273
rid-miqtve69kbg,1613514021086,248
rid-8kk7c02jot8,1613514021086,249
rid-l05v9cpc9eg,1613514021086,251
rid-hrmcthsuem8,1613514021086,248
rid-8riidg043v,1613514022096,255
rid-cgf5im1fla8,1613514022096,256
rid-1lr00noqrl,1613514022097,256
rid-9fbbkhbtlvg,1613514022097,248
rid-gcpt0cb2fh,1613514022097,260
rid-iqmk497vfe,1613514023111,263
rid-aiekp0g7l3o,1613514023111,264
rid-fjscavchamg,1613514023111,262
rid-hv4kujqpkko,1613514023111,262
rid-rrl40mtncug,1613514023111,264
rid-eani4hoo1fg,1613514024124,239
rid-r5satqjr6m8,1613514024125,240
rid-f6o0v96flmg,1613514024125,202
rid-bakv3t6206,1613514024125,243
rid-j52nat5p6lo,1613514024125,239
rid-13b8b5jko6,1613514025137,254
rid-oi65hahvo4,1613514025137,259
rid-ub4bgv940qo,1613514025137,256
rid-g3s3qrbphl,1613514025137,250
rid-9eav8sqai2o,1613514025137,249
rid-tqpv4itsnng,1613514026152,247
rid-ib9hgrvaj7o,1613514026152,233
rid-ujb2i4bdv9,1613514026152,261
rid-3r6adscj95g,1613514026152,232
rid-fqi8qabstu,1613514026152,261
rid-jf1qbtqnfg,1613514027166,419
rid-2b5fbrqrbt,1613514027166,417
rid-9li3r26qa8g,1613514027166,420
rid-f7mgsj47qf8,1613514027166,418
rid-mqsau1331ko,1613514027166,418
rid-2s5svc5s2bo,1613514028180,211
rid-hihlomh0r1g,1613514028180,214
rid-9lelfbfb2dg,1613514028180,213
rid-gaea51m5ico,1613514028180,227
rid-tis7ohnjrl8,1613514028180,226
rid-tc3fm2i44n,1613514029194,263
rid-s97kriv3ib,1613514029194,340
rid-gpbte7hspa,1613514029194,301
rid-famg0fbba6,1613514029194,338
rid-h4il9qtvvd8,1613514029194,338
rid-gclptoa7cug,1613514030194,238
rid-slg3jnmttng,1613514030194,240
rid-3899tu5i2mo,1613514030194,239
rid-f30l23r72cg,1613514030195,240
rid-iv3rfqh8ib8,1613514030195,244
rid-63nrffui9no,1613514031198,285
rid-9gobjlhhqgo,1613514031198,287
rid-6o7at5d37k,1613514031199,286
rid-qrmpumd7d88,1613514031199,291
rid-2qprnr51uj,1613514031199,285
rid-epchmr0envg,1613514032202,199
rid-cugqo3kmf7,1613514032202,240
rid-fndkhm27tqo,1613514032202,240
rid-5cjncolr7sg,1613514032202,241
rid-eiqi0h4idc8,1613514032203,239
